word,rootsword1,rootsword2
maraging,martensitic,aging
scientificomic,scientifiction,comic
fumulus,fume,cumulus
jargonaut,jargon,argonaut
catanionic,cationic,anionic
acrisorcin,acridine,resorcin
sexploiter,sex,exploiter
uprighteous,upright,righteous
shitcom,shit,sitcom
mainsleaze,mainstream,sleaze
copstache,cop,mustache
Namerican,north,American
beertail,beer,cocktail
momtrepreneur,mom,entrepreneur
soysage,soy,sausage
Swedey,swede,Sweeney
buildering,building,bouldering
bhangramuffin,bhangra,raggamuffin
tragicomic,tragic,comic
pandamonium,panda,pandemonium
umbershoot,umbrella,parachute
religiofascist,religion,fascist
sexplicit,sex,explicit
bootkit,boot,rootkit
celtuce,celery,lettuce
twazzock,twat,wazzock
wangst,wank,angst
foundherentism,foundationalism,coherentism
auxlang,auxiliary,language
highline,high,slackline
minheap,minimum,heap
Noogler,new,Googler
vegangelical,vegan,evangelical
newstainment,news,entertainment
informetrics,information,metrics
vinaxanthone,vinaceum,xanthone
WayHaught,Waverly,Haught
epostane,epoxy,androstane
Shitmas,shit,Christmas
mathematese,mathematics,ese
Hispasian,Hispanic,Asian
verticutter,vertical,cutter
cantenna,can,antenna
multicasting,multiple,broadcasting
demsoc,democratic,socialism
Merkelvellian,Merkel,Machiavellian
Jesusanity,Jesus,Christianity
gunt,gut,cunt
teleportal,teleport,portal
pomtini,pomegranate,martini
canadew,cantaloupe,honeydew
Lintel,Linux,Intel
dout,doute,doubt
barcade,bar,arcade
mandolute,mandolin,lute
blizzicane,blizzard,hurricane
howlback,howl,feedback
Jewniverse,Jew,universe
vacutainer,vacuum,container
silicyne,silicon,carbyne
Chinoy,Chinese,Pinoy
birl,birle,birle
circline,circle,line
wellderly,well,elderly
politricks,politics,tricks
transbian,trans,lesbian
eggel,egg,bagel
petroil,petrol,oil
hoonigan,hoon,hooligan
metaboreceptor,metabolic,receptor
grayordinate,gray,coordinate
mathemagician,mathematician,magician
jazzetry,jazz,poetry
microphonograph,microphone,phonograph
bioboy,biological,boy
strimmer,string,trimmer
multicultist,multicultural,cultist
reinventive,reinvent,inventive
outercourse,outer,intercourse
permacath,permanent,catheter
glutose,glucose,fructose
screamo,scream,emo
Banglish,Bangla,English
athleisurewear,athletics,leisurewear
openwash,open,greenwash
retardical,retarded,rhetorical
blerd,black,nerd
eggnancy,egg,pregnancy
brocialism,bro,socialism
pissaphone,piss,megaphone
gasalier,gas,chandelier
Hoaxocaust,hoax,Holocaust
vertiport,vertical,airport
upsert,update,insert
fembitch,feminist,bitch
mirdle,man,girdle
vontouring,vagina,contouring
globaloney,global,baloney
ventifact,vent,artifact
sanctimommy,sanctimony,mommy
Paralympic,paraplegic,Olympic
geoboard,geometry,board
sexpresso,sex,espresso
movieoke,movie,karaoke
radiobe,radium,microbe
milab,military,abduction
bluejack,Bluetooth,hijack
amatoxin,amanita,toxin
donkament,donk,tournament
clausmarin,Clausena,coumarin
jazzophone,jazz,saxophone
regrexit,regret,Brexit
slidewalk,slide,sidewalk
computerate,computer,literate
effeminist,effeminate,feminist
morningmare,morning,nightmare
Webdings,web,dingbat
roundrect,rounded,rectangle
flotel,float,hotel
crimmigrant,criminal,immigrant
Polglish,Polish,English
ememe,emotion,meme
thrinter,three,winter
perverb,perverse,proverb
beyonsense,beyond,nonsense
Scala,scalable,language
birdnapper,bird,kidnapper
Hamiltrash,Hamilton,trash
pneudraulic,pneumatic,hydraulic
hypochristian,hypocrite,Christian
middlescent,middle,adolescent
zwittergent,zwitterionic,detergent
algorithmocracy,algorithm,democracy
farmaceutical,farm,pharmaceutical
solemncholy,solemn,melancholy
Pretendian,pretend,Indian
mascon,mass,concentration
ganjapreneur,ganja,entrepreneur
infocommunications,information,communications
ammonitrate,ammonium,nitrate
tweenager,between,teenager
Holocaustianity,Holocaust,Christianity
gourmania,gourmet,mania
stoquastic,stochastic,quantum
pawdicure,paw,pedicure
podcatcher,podcast,catcher
weblebrity,Web,celebrity
eugenocide,eugenics,genocide
holigay,holiday,gay
Zogbot,ZOG,robot
miniac,miniature,maniac
oatlage,oat,silage
hoolivan,hooligan,van
feminasty,feminist,nasty
flexitank,flexible,tank
mantique,man,antique
Koreaboo,Korea,weeaboo
pumpking,pumpkin,king
transputer,transistor,computer
witkey,wisdom,key
squarson,squire,parson
cheapquel,cheap,sequel
honeygar,honey,vinegar
stycerin,styryl,glycerin
rapso,rap,calypso
internerd,Internet,nerd
crayfishery,crayfish,fishery
Schadenford,schadenfreude,Ford
gypcrust,gypsum,crust
failscade,fail,cascade
brength,breadth,length
fedge,fence,hedge
twoosh,Twitter,swoosh
maskne,mask,acne
Obummer,Obama,bummer
magicube,magic,cube
Instafamous,Instagram,famous
scratchitti,scratch,graffiti
infoganda,information,propaganda
cartomizer,cartridge,atomizer
cannista,cannabis,barista
magnetricity,magnet,electricity
insectageddon,insect,armageddon
cricketainment,cricket,entertainment
immittance,impedance,admittance
motorkhana,motor,gymkhana
zeehorse,zebra,horse
galatrox,galectin,atrox
Squarial,square,aerial
buckypaper,buckyball,paper
meggings,man,leggings
brandwash,brand,whitewash
spudnut,spud,donut
threonucleic,threose,nucleic
passifan,passive,fan
lexicode,lexicographic,code
wussy,wimp,pussy
crapitalist,crap,capitalist
fuckumentary,fuck,documentary
orpharion,Orpheus,Arion
docucomedy,documentary,comedy
flextension,flex,extension
glycolipidome,glycolipid,genome
nepit,Neperian,digit
Blastaway,blast,castaway
fauxgasm,faux,orgasm
cattitude,cat,attitude
jackhole,jackass,asshole
manufactroversy,manufactured,controversy
alphametic,alphabet,arithmetic
fakecel,fake,incel
nutriceutical,nutritional,pharmaceutical
welfariat,welfare,proletariat
actifan,active,fan
coopetitor,cooperator,competitor
mompetition,mom,competition
lemandarin,lemon,mandarin
mysterama,mystery,drama
cypherpunk,cipher,cyberpunk
disregardless,disregarding,regardless
regionalect,region,dialect
circlip,circle,clip
Bartitsu,Barton,jujitsu
Tinglish,Thai,English
vacupuncture,vacuum,puncture
bimboy,bimbo,boy
fantasterrific,fantastic,terrific
threequel,three,sequel
mythistory,myth,history
tralse,true,false
firenado,fire,tornado
polocrosse,polo,lacrosse
Treknical,Trek,technical
aquatecture,aqua,architecture
wholetail,wholesale,retail
twidiot,Twitter,idiot
rumortrage,rumor,arbitrage
autobiografictional,autobiography,fictional
blizzaster,blizzard,disaster
humiture,humidity,temperature
Mormondumb,Mormondom,dumb
troglodyke,troglodyte,dyke
floatel,float,hotel
realpolitician,realpolitik,politician
hangxiety,hangover,anxiety
melodeath,melodic,death
momnesia,mom,amnesia
womban,womb,woman
spokescreature,spokesperson,creature
Senegambia,Senegal,Gambia
Texarkana,Texas,Arkansas
lumbrokinase,Lumbricus,kinase
spoetry,spam,poetry
carboxide,carbon,oxide
Brisneyland,Brisbane,Disneyland
nobodaddy,nobody,daddy
teqball,technique,ball
featherwood,feather,peckerwood
naptural,nappy,natural
polyplex,polymer,complex
stuffaroni,stuff,macaroni
vingle,video,single
labanotation,Laban,notation
rectenna,rectifying,antenna
MexiCoke,Mexico,Coke
puncept,pun,concept
conetronics,cone,electronics
wedtro,wedding,intro
Fayettenam,Fayetteville,Vietnam
spintronics,spin,electronics
Phan,Phish,fan
sitcomedian,sitcom,comedian
Danglish,Danish,English
plucot,plum,apricot
misnominal,misnomer,nominal
craftivist,craft,activist
Ugawood,Uganda,Hollywood
girus,giant,virus
blogebrity,blog,celebrity
camikini,camisole,bikini
eavesread,eavesdrop,read
dummymander,dummy,gerrymander
boatel,boat,hotel
massifier,mass,classifier
Greeklish,Greek,English
bruncle,brother,uncle
snoggle,snog,snuggle
infomediary,information,intermediary
Roexit,Romania,exit
drelfie,drunkenie
demogrant,demographic,grant
rudderon,rudder,aileron
fakegasm,fake,orgasm
Thaiglish,Thai,English
floptical,floppy,optical
facturd,factoid,turd
brightsizing,bright,rightsizing
citrange,citrus,orange
suspook,suspect,spook
racon,radar,beacon
oddvertising,odd,advertising
handicapitalism,handicap,capitalism
midquel,mid,sequel
copaganda,cop,propaganda
promogulate,promote,promulgate
Giftmas,gift,Christmas
spheromak,sphere,tokamak
craptop,crappy,laptop
photographone,photograph,phone
unlax,unwind,relax
hugemongous,huge,humongous
wantrepreneur,want,entrepreneur
opinionnaire,opinion,questionnaire
Carternomics,Carter,economics
shitacular,shit,spectacular
brandstanding,brand,grandstanding
Sheng,Swahili,English
textonym,text,synonym
zolly,zoom,dolly
snakeboard,snake,skateboard
sprummer,spring,summer
lawfare,law,warfare
sinsational,sin,sensational
Soufrica,south,Africa
Israhell,Israel,hell
enemedia,enemy,media
ASMRtist,ASMR,artist
tweeb,technology,dweeb
galectin,galactoside,lectin
coffice,coffee,office
Madchester,mad,Manchester
vurp,vomit,burp
womansplaining,woman,explaining
fusospirochete,fusobacterium,spirochete
bandaoke,band,karaoke
cellevision,cellphone,television
grassoline,grass,gasoline
flexecutive,flexible,executive
pollutician,pollution,politician
clavinet,clavichord,clarinet
fampool,family,carpool
femocrat,female,bureaucrat
manpris,man,capris
sensorineural,sensory,neural
cyburban,cyber,suburban
woyote,wolf,coyote
textbase,text,database
informance,inform,performance
causet,causal,set
affluential,affluent,influential
oscnode,osculation,node
kerolox,kerosene,lox
golliwog,golly,polliwog
axiverse,axion,universe
fibershed,fiber,watershed
deathhawk,death,mohawk
cellucotton,cellulose,cotton
tobaccanalian,tobacco,Bacchanalian
spoileron,spoiler,aileron
randem,random,tandem
catskinner,cat,muleskinner
bustaurant,bus,restaurant
jetevator,jet,elevator
cuntservative,cunt,conservative
Scandiknavery,Scandinavian,knavery
wasbian,was,lesbian
predophile,predator,pedophile
babycino,baby,cappuccino
plasticuffs,plastic,cuffs
Wakaliwood,Wakaliga,Hollywood
foofy,fluffy,poofy
Isratine,Israel,Palestine
Winblows,Windows,blows
exergaming,exercise,gaming
homolosine,homolographic,sine
flumpet,flugelhorn,trumpet
advertique,advertisement,antique
sacerdotage,sacerdotal,dotage
produsage,production,usage
crapitalism,crap,capitalism
exurb,extra,urban
shitstem,shit,system
aptagram,apt,anagram
simjacking,SIM,hijacking
cognitariat,cognitive,proletariat
coronavirology,coronavirus,virology
elevon,elevator,aileron
selectorate,select,electorate
limequat,lime,kumquat
chestfeed,chest,breastfeed
whitestream,white,mainstream
Muslimania,Muslim,mania
gospelypso,gospel,calypso
Mexipino,Mexican,Filipino
twotino,two,plutino
tamavidin,tamogitake,avidin
netbook,net,notebook
taxflation,tax,inflation
astragaloside,astragalus,glycoside
xanthose,xanthine,ribose
proregression,progression,regression
musturbation,must,masturbation
fantrepreneur,fan,entrepreneur
starquake,star,earthquake
catfisherman,catfish,fisherman
transaxle,transmission,axle
cheftender,chef,bartender
aldimine,aldehyde,imine
Japanglish,Japanese,English
croggle,crush,goggle
fanglomerate,fan,conglomerate
carnapper,car,kidnapper
technostalgia,technology,nostalgia
himpathy,him,sympathy
hardbag,hard,handbag
placepot,place,jackpot
hectivity,hectic,activity
snurf,snow,surf
Talivan,Taliban,van
bleachorexia,bleach,anorexia
leopon,leopard,lion
gorno,gore,porno
swimnastic,swim,gymnastic
fauxcest,faux,incest
plabic,planar,bicoloured
netput,net,output
coronavirologist,coronavirus,virologist
Eskaleut,Eskimo,Aleut
sheboon,she,baboon
Friendsgiving,friends,Thanksgiving
cyberverse,cyber,universe
sexalicious,sex,delicious
memeplex,meme,complex
computerlore,computer,lore
femonationalism,feminism,nationalism
Deaflympian,deaf,Olympian
breastaurant,breast,restaurant
skurfing,ski,surfing
slithy,lithe,slimy
Engleutsch,English,Deutsch
Saturdaily,Saturday,daily
nimber,nim,number
sternebra,sternum,vertebra
machinima,machine,cinema
Twimom,twilight,mom
tapespondent,tape,correspondent
micronometer,micro,chronometer
gennaker,genoa,spinnaker
compandor,compressor,expander
Kashton,Kash,Ashton
smush,smash,mush
pornoisseur,porn,connoisseur
femanon,female,anon
lemoga,lemur,yoga
crowler,can,growler
macon,mutton,bacon
physisorption,physical,adsorption
videographer,video,photographer
electron,electric,ion
disemvowel,disembowel,vowel
hieropathic,hiero,pathic
complisult,compliment,insult
blandiose,bland,grandiose
womanhandle,woman,manhandle
feebate,fee,rebate
Mexamerica,Mexico,America
biomythography,biography,mythography
mockbuster,mock,blockbuster
pornobilly,porn,rockabilly
mentalcel,mental,incel
poopetrator,poop,perpetrator
cruffin,croissant,muffin
triggernometry,trigger,trigonometry
Deaflympics,deaf,Olympics
Cavoodle,cavalier,poodle
Janto,Jack,Ianto
snackadium,snack,stadium
apatheism,apathy,theism
civnat,civic,nationalist
wonut,waffle,donut
perlin,peregrine,merlin
petiquette,pet,etiquette
fruitique,fruit,boutique
motarded,moto,retarded
queermo,queer,homo
conculture,constructed,culture
tornadocane,tornado,hurricane
Taswegian,Tasmanian,Glaswegian
footbrawl,football,brawl
thoughtographer,thought,photographer
Itanic,Itanium,Titanic
Afrabian,African,Arabian
Jewsrael,Jew,Israel
moxibustion,moxa,combustion
keratitis,kerato,itis
coydog,coyote,dog
mitogenome,mitochondrion,genome
ballute,balloon,chute
cyclopropannulation,cyclopropane,annulation
transparisteel,transparent,steel
ketol,ketone,indol
Australorp,Australia,Orpington
femfan,female,fan
luser,loser,user
isoprenaline,isopropyl,noradrenaline
leishporin,Leishmania,porin
Instapoet,Instagram,poet
moondoggle,Moon,boondoggle
anticippointment,anticipation,disappointment
Drainbow,drain,rainbow
freecycle,free,recycle
Westlock,Westgate,Lockhart
liliger,lion,liger
ceramer,ceramic,polymer
jackrabbit,jackass,rabbit
hopfion,Hopfian,soliton
Caucasity,Caucasian,audacity
Pricasso,prick,Picasso
acquihire,acquire,hire
colorpuncture,color,acupuncture
slock,Schluck,slok
Everlark,Everdeen,Mellark
Czechnology,Czech,technology
digizine,digital,magazine
lentivirion,lentivirus,virion
odderon,odd,pomeron
weblish,Web,publish
stfield,stf,field
nutrigenomics,nutrition,genomics
needcessity,need,necessity
cardician,card,magician
Florabama,Florida,Alabama
cinemansion,cinema,mansion
welfie,workoutie
valerin,valeric,glycerin
invitro,invite,intro
unisus,unicorn,Pegasus
alderperson,alderman,person
selepressin,selective,vasopressin
teaboo,tea,weeaboo
manorexia,man,anorexia
guavasteen,guava,mangosteen
Melason,Melai,Jason
bicelle,bilayer,micelle
sexplore,sex,explore
pultrusion,pull,extrusion
ludonarrative,ludology,narrative
manorexic,man,anorexic
tabsule,tablet,capsule
happenstance,happening,circumstance
carvoxime,carvone,oxime
podcat,podcast,cat
beetball,beet,meatball
maleimide,maleic,imide
downpressor,down,oppressor
Wholigan,who,hooligan
tanktainer,tank,container
Frexit,France,exit
wankster,wannabe,gangster
hijabista,hijab,fashionista
sima,silicon,magnesium
multislack,multitask,slack
penicylinder,penicillin,cylinder
beneffectance,beneficence,effectance
sexplorer,sex,explorer
yamogenin,yam,sapogenin
Janglish,Japanese,English
edjewcation,education,Jew
academented,academic,demented
lypressin,lysine,vasopressin
manizer,man,womanizer
Movember,mo,November
dicktionary,dick,dictionary
scientifiction,scientific,fiction
fancast,fan,broadcast
dorkus,dork,doofus
busjacking,bus,hijacking
vegeculture,vegetable,agriculture
aprium,apricot,plum
lifecasting,life,casting
interpassive,interactive,passive
termbase,term,database
returnship,return,internship
hunormous,huge,enormous
twincestuous,twin,incestuous
fooligan,fool,hooligan
lysopine,lysine,octopine
ripperoni,RIP,pepperoni
eatertainment,eat,entertainment
harmolodics,harmony,melodics
maniverter,manifold,converter
rumortism,rumor,rheumatism
peacefaking,peacemaking,faking
facekini,face,bikini
retailtainment,retail,entertainment
brandcasting,brand,broadcasting
federast,federalist,pederast
autogas,automotive,gas
elastration,elastic,castration
parcelcopter,parcel,helicopter
pakodanomics,pakoda,economics
pettiloon,petticoat,pantaloon
spokesmodel,spokesperson,model
exergame,exercise,game
restobar,restaurant,bar
streetscaping,street,landscaping
metalbilly,metal,rockabilly
symplectomorphism,symplectic,isomorphism
mobilome,mobile,genome
scrummy,scrumptious,yummy
funemployment,fun,unemployment
Obamanation,Obama,abomination
emocore,emotional,hardcore
craftivism,craft,activism
trixel,triangle,pixel
grassture,grass,pasture
hackaround,hack,workaround
epicurious,epicurean,curious
flimmer,flicker,glimmer
oiligarchy,oil,oligarchy
skiddie,script,kiddie
eyeborg,eye,cyborg
weddingmoon,wedding,honeymoon
greensome,green,foursome
lemonime,lemon,lime
ruralpolitan,rural,metropolitan
memcapacitor,memory,capacitor
truckwit,truck,fuckwit
reprotoxic,reproduction,toxic
underguesstimate,underestimate,guesstimate
intactivism,intact,activism
twigil,twin,sigil
catitude,cat,attitude
anicom,animated,sitcom
shopgrift,shoplift,grift
cardistry,card,artistry
echoplex,echo,duplex
parclo,partial,cloverleaf
pupkus,puppy,mucus
scanlator,scan,translator
nagavator,nag,navigator
sexhibition,sex,exhibition
scrunch,crunch,squeeze
cobalamin,cobalt,vitamin
glycogenesis,glycogen,genesis
adultescent,adult,adolescent
mystory,my,history
advergame,advertisement,game
metaquotidian,metaphysical,quotidian
ubistatin,ubiquitin,statin
identicon,identity,icon
Mexifornication,Mexican,Californication
bikelash,bike,backlash
artilect,artificial,intellect
Chimperor,chimp,emperor
killfie,killie
blargon,blog,jargon
Mouseketeer,mouse,musketeer
gaytopia,gay,utopia
televangelism,television,evangelism
cruck,crutch,crook
glasphalt,glass,asphalt
sactibiotic,sactipeptide,antibiotic
radicool,radical,cool
slimplectic,slim,symplectic
seaquarium,sea,aquarium
munted,munter,munter
solargraph,solar,photograph
buttlegging,butt,bootlegging
mereotopology,mereology,topology
hyperbolike,hyperbolic,like
carefrontation,care,confrontation
geriaction,geriatric,action
procrasturbation,procrastination,masturbation
cabulance,cab,ambulance
polyvidone,polyvinyl,pyrrolidone
Walrussia,walrus,Russia
haycation,hay,vacation
coachwhip,coach,whip
metaproteome,metaprotein,genome
Israhelli,Israeli,hell
eggetarian,egg,vegetarian
erom,erotica,romance
abortuary,abort,mortuary
integraph,integral,graph
bleisure,business,leisure
sadfishing,sad,catfishing
genographic,genetic,geographic
vestock,vest,stock
randumb,random,dumb
sporabola,spore,parabola
camelestrian,camel,equestrian
chobble,chew,gobble
fluff,floow,flough
mitophagy,mitochondrial,autophagy
atomechanics,atom,mechanics
Catalexit,Catalonia,exit
compansion,compression,expansion
vomitoxin,vomit,toxin
navaid,navigational,aid
ramscoop,ramjet,scoop
loctician,locks,beautician
docufantasy,documentary,fantasy
Westralian,western,Australian
cricondentherm,critical,condensation
smishing,SMS,phishing
sping,spam,ping
backcast,back,forecast
wobbulator,wobble,oscillator
poptail,popsicle,cocktail
glibertarian,glib,libertarian
Westoxification,West,toxification
indel,insertion,deletion
artpreneur,art,entrepreneur
balisword,balisong,sword
homeshoring,home,offshoring
gridlers,grid,riddlers
strawpedo,straw,torpedo
eggstravaganza,egg,extravaganza
driveshed,drive,shed
pornocopia,porn,cornucopia
chocolicious,chocolate,delicious
foodlegger,food,bootlegger
Tinderella,Tinder,Cinderella
flairtending,flair,bartending
straintronics,strain,electronics
pineberry,pineapple,strawberry
prostasphere,prostate,sphere
grapholect,grapheme,dialect
spoonula,spoon,spatula
neatball,nut,meatball
doomsdate,doomsday,date
mocktini,mock,martini
treggings,trousers,leggings
glowboy,glow,boy
atrogene,atrophy,gene
covidiot,COVID,idiot
poperatic,pop,operatic
beeramid,beer,pyramid
frunk,front,trunk
fanslation,fan,translation
skurf,ski,surf
hacktivist,hack,activist
framily,friend,family
throffer,threat,offer
glip,glide,skip
daymare,day,nightmare
amtrac,amphibious,tractor
garlion,garlic,onion
Menver,men,Denver
manumation,manual,automation
salsatheque,salsa,discotheque
marmalize,marmalade,pulverize
droodle,drawing,doodle
folktronica,folk,electronica
meeple,my,people
phreak,phone,freak
chuman,chimpanzee,human
Chicagorilla,Chicago,gorilla
dognapping,dog,kidnapping
advermation,advertisement,information
foodflation,food,inflation
mockamole,mock,guacamole
tweenager,between,teenager
doculect,document,lect
procraltruism,procrastination,altruism
schmooseoisie,schmooze,bourgeoisie
Neveruary,never,January
diagrid,diagonal,grid
phinary,phi,binary
glitten,glove,mitten
baffound,baffle,confound
Trekiverse,trek,universe
warmedy,warm,comedy
mobilecasting,mobile,broadcasting
piglice,pig,police
vaginamony,vagina,alimony
splatterday,splatter,Saturday
cyberbole,cyber,hyperbole
eggcellent,egg,excellent
mangenue,man,ingenue
softlifting,software,shoplifting
swimnastics,swim,gymnastics
Afrabia,Africa,Arabia
thoughtograph,thought,photograph
fauxmosexual,faux,homosexual
homosexless,homosexual,sexless
sportswashing,sports,whitewashing
shunpike,shun,turnpike
cetrimide,cetrimonium,bromide
nuclearite,nuclear,meteorite
craplication,crap,application
Negrobilia,negro,memorabilia
lamestream,lame,mainstream
osturducken,ostrich,turducken
threequel,three,sequel
womanager,woman,manager
stroad,street,road
unitard,uni,leotard
brocialist,bro,socialist
scanxiety,scan,anxiety
scuzzy,scummy,fuzzy
insultant,insult,consultant
silcrete,silica,concrete
fivever,five,forever
vokills,vocals,kills
roval,road,oval
disinfotainment,disinformation,infotainment
halfmer,half,polymer
mantuary,man,sanctuary
hopenosis,hope,hypnosis
broast,broil,roast
fabulicious,fabulous,delicious
purplewashing,purple,whitewashing
gorpcore,gorp,normcore
Kensucky,Kentucky,sucky
brandscaping,brand,landscaping
occultural,occult,cultural
hypnodelic,hypnotic,psychedelic
basketbrawl,basketball,brawl
phub,phone,snub
modacrylic,modified,acrylic
froot,front,boot
gigundous,gigantic,humungous
vagenda,vagina,agenda
gentleboy,gentleman,boy
ringoal,ring,goal
migradollar,migrant,dollar
seatainer,sea,container
plutodemocracy,plutocracy,democracy
spendicitis,spend,appendicitis
crimmigration,criminal,immigration
sismance,sis,romance
stockateer,stock,racketeer
teleplay,television,screenplay
carborexia,carbon,anorexia
booklegger,book,bootlegger
polymersome,polymer,liposome
snarge,snot,garbage
guggulipid,guggul,lipid
maniverse,many,universe
sterolome,sterol,genome
cablevision,cable,television
designerati,designer,literati
Cambozola,camembert,gorgonzola
ceramal,ceramic,alloy
dreadhawk,dreadlocks,Mohawk
perzactly,precisely,exactly
maltitude,midpoint,altitude
Islamocratic,Islam,democratic
Evernet,ever,Internet
bullshido,bullshit,bushido
pneudraulics,pneumatics,hydraulics
romantopia,romance,utopia
scanlate,scan,translate
zitcom,zit,sitcom
pignapper,pig,kidnapper
emotronica,emo,electronica
mahoosive,massive,huge
ovonics,Ovshinsky,electronics
clipnosis,clip,hypnosis
dormantory,dormant,dormitory
webtop,Web,desktop
entropology,entropy,anthropology
piffle,piddle,trifle
compander,compressor,expander
bistronomy,bistro,gastronomy
humidex,humidity,index
wombyn,womb,womyn
splendiloquent,splendid,eloquent
snarf,snort,scarf
sextremism,sex,extremism
Afropean,African,European
snazztastic,snazzy,fantastic
plandemic,plan,pandemic
gerontechnology,gerontology,technology
camborthid,cambic,orthid
jazzerati,jazz,literati
buckraker,buck,muckraker
vinylogue,vinyl,homologue
mansformation,man,transformation
finstagram,fake,Instagram
copyfighter,copyright,fighter
Cheaster,Christmas,Easter
hiptop,hip,laptop
caipivodka,caipirinha,vodka
aptronym,apt,patronym
flunk,flinch,funk
turncurtovirus,turnip,curtovirus
imposex,imposed,sex
fatkini,fat,bikini
graphon,graph,function
schooliosis,school,scoliosis
appletini,apple,martini
lavacicle,lava,icicle
ketenimine,ketene,imine
banilla,banana,vanilla
muzrat,muzzie,rat
mirabolic,miraculous,parabolic
juvenoia,juvenile,paranoia
Finndian,Finn,Indian
Jailtacht,jail,Gaeltacht
telco,telephone,company
velfie,videoie
anecdotard,anecdote,dotard
folkadelic,folk,psychedelic
fagazine,fag,magazine
treelogy,tree,trilogy
plap,plash,flap
roadeo,road,rodeo
alternateen,alternative,teen
swoose,swan,goose
infiniverse,infinite,universe
banjolele,banjo,ukulele
infobesity,info,obesity
computeracy,computer,literacy
nutpick,nut,pick
growlf,growl,woof
humongous,huge,monstrous
lexicase,lexical,case
puppychino,puppy,cappuccino
blowbang,blowjob,gangbang
coasteering,coast,mountaineering
peninitial,penultimate,initial
Africoon,African,coon
friendiversary,friend,anniversary
femmunist,feminist,communist
freetard,free,retard
cybernation,cybernetic,automation
prizzly,polar,grizzly
squircular,square,circular
frogamander,frog,salamander
doga,dog,yoga
swellegant,swell,elegant
defeatocrat,defeat,Democrat
mancubine,man,concubine
momoir,mom,memoir
neuticles,neuter,testicles
joggler,jogger,juggler
wreckreation,wreck,recreation
hobohemian,hobo,bohemian
pornotopia,pornography,utopia
poliovirion,poliovirus,virion
brojob,bro,blowjob
chocoholic,chocolate,alchoholic
infotainment,information,entertainment
bit,binary,digit
babelicious,babe,delicious
glimmer,gleam,shimmer
installfest,installing,festival
linearithmic,linear,logarithmic
flare,flair,glare
shepherd,sheep,herder
splatter,splash,spatter
squander,scatter,wander
stash,store,cache
velcro,velvet,crochet
imagineer,imagine,engineer
grapple,grape,apple
popsicle,pop,icicle
gastropub,gastronomy,pub
spam,spiced,ham
chug,chihuahua,pug
patsy,pit bull,husky
horgi,husky,corgi
coywolf,coyote,wolf
athleisure,athletic,leisure
twerk,twist,jerk,
rageaholic,rage,alchoholic
mansplain,man,explain
silk,soy,milk
froyo,frozen,yogurt
shero,she,hero
Mcmansion,mcdonalds,mansion
shopaholic,shop,alchoholic
exhaustipated,exhausted,constipated
clapter,clapping,laughter
clapter,clap,laughter
snough,sneeze,cough
grampers,grandpa,pampers
snobnoxious,snobby,obnoxious
snobnoxious,snob,obnoxious
shoperone,shop,chaperone
pigloo,pig,igloo
epipen,epinephrine,pen
neek,nerd,geek
obamunism,obama,communism
obamunist,obama,communist
academentia,academia,dementia
acroyoga,acrobatic,yoga
actornaut,actor,astronaut
animanga,anime,manga
architourism,architecture,tourism
auncle,aunt,uncle
babymoon,baby,honeymoon
artivism,art,activism
barococo,baroque,rococo
bigature,big,miniature
birthquake,birthday,earthquake
blacktivist,black,activist
blacktress,black,actress
blandsome,bland,handsome
